Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7517 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7517 GB   
  62: ↑ 53   , RAM cost:1.8143 GB    
  62: ↑ 54   , RAM cost:1.8143 GB    
  62: ↑ 55   , RAM cost:1.8143 GB    
  62: ↑ 56   , RAM cost:1.8143 GB    
  62: ↑ 57   , RAM cost:1.8143 GB    
  62: ↑ 58   , RAM cost:1.8143 GB    
  62: ↑ 59   , RAM cost:1.8143 GB    
  62: ↑ 60   , RAM cost:1.8143 GB    
  62: ↑ 61   , RAM cost:1.8143 GB    
  62: ↑ 62   , RAM cost:1.8143 GB    
  62: ↑ 62 ↓ 61 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 60 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 59 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 58 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 57 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 56 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 55 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 54 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 53 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 52 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 51 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 50 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 49 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 48 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 47 , RAM cost:1.8143 GB   
  62: ↑ 62 ↓ 46 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 45 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 44 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 43 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 42 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 41 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 40 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 39 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 38 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 37 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 36 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 35 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 34 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 33 , RAM cost:1.8149 GB   
  62: ↑ 62 ↓ 32 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 31 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 30 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 29 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 28 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 27 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 26 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 25 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 24 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 23 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 22 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 21 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 20 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 19 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 18 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 17 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 16 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 15 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 14 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 13 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 12 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 11 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓ 10 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  9 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  8 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  7 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  6 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  5 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  4 , RAM cost:1.6845 GB   
  62: ↑ 62 ↓  3 , RAM cost:1.6845 GB   slope: -0.08584, walltime: 29.459 sec, max_RAM_cost: 1.815 GB

Intial Slope = -0.08738
Starting svp pump_{110, 70, 8}

  62: ↑ 51   , RAM cost:1.8187 GB    
  62: ↑ 52   , RAM cost:1.8187 GB    
  62: ↑ 53   , RAM cost:1.8187 GB    
  62: ↑ 54   , RAM cost:1.8187 GB    
  62: ↑ 55   , RAM cost:1.8187 GB    
  62: ↑ 56   , RAM cost:1.8187 GB    
  62: ↑ 57   , RAM cost:1.8187 GB    
  62: ↑ 58   , RAM cost:1.8187 GB    
  62: ↑ 59   , RAM cost:1.8187 GB    
  62: ↑ 60   , RAM cost:1.8187 GB    
  62: ↑ 61   , RAM cost:1.8187 GB    
  62: ↑ 62   , RAM cost:1.8187 GB    
  62: ↑ 62 ↓ 61 , RAM cost:1.8187 GB   
  62: ↑ 62 ↓ 60 , RAM cost:1.8187 GB   
  62: ↑ 62 ↓ 59 , RAM cost:1.8187 GB   
  62: ↑ 62 ↓ 58 , RAM cost:1.8187 GB   
  62: ↑ 62 ↓ 57 , RAM cost:1.8193 GB   
  62: ↑ 62 ↓ 56 , RAM cost:1.8193 GB   
  62: ↑ 62 ↓ 55 , RAM cost:1.8193 GB   
  62: ↑ 62 ↓ 54 , RAM cost:1.8193 GB   
  62: ↑ 62 ↓ 53 , RAM cost:1.8193 GB   
  62: ↑ 62 ↓ 52 , RAM cost:1.8193 GB   
  62: ↑ 62 ↓ 51 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 50 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 49 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 48 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 47 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 46 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 45 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 44 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 43 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 42 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 41 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 40 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 39 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 38 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 37 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 36 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 35 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 34 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 33 , RAM cost:1.8194 GB   
  62: ↑ 62 ↓ 32 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 31 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 30 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 29 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 28 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 27 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 26 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 25 , RAM cost:1.6867 GB   
  62: ↑ 62 ↓ 24 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 23 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 22 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 21 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 20 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 19 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 18 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 17 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 16 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 15 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 14 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 13 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 12 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 11 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓ 10 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  9 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  8 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  7 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  6 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  5 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  4 , RAM cost:1.6868 GB   
  62: ↑ 62 ↓  3 , RAM cost:1.6868 GB   slope: -0.08596, walltime: 30.401 sec, max_RAM_cost: 1.819 GB

Intial Slope = -0.08810
Starting svp pump_{105, 75, 8}

  67: ↑ 51   , RAM cost:1.8245 GB    
  67: ↑ 52   , RAM cost:1.8245 GB    
  67: ↑ 53   , RAM cost:1.8245 GB    
  67: ↑ 54   , RAM cost:1.8245 GB    
  67: ↑ 55   , RAM cost:1.8245 GB    
  67: ↑ 56   , RAM cost:1.8245 GB    
  67: ↑ 57   , RAM cost:1.8245 GB    
  67: ↑ 58   , RAM cost:1.8245 GB    
  67: ↑ 59   , RAM cost:1.8245 GB    
  67: ↑ 60   , RAM cost:1.8245 GB    
  67: ↑ 61   , RAM cost:1.8245 GB    
  67: ↑ 62   , RAM cost:1.8245 GB    
  67: ↑ 63   , RAM cost:1.8245 GB    
  67: ↑ 64   , RAM cost:1.8245 GB    
  67: ↑ 65   , RAM cost:1.9441 GB    
  67: ↑ 66   , RAM cost:1.9441 GB    
  67: ↑ 67   , RAM cost:1.9442 GB    
  67: ↑ 67 ↓ 66 , RAM cost:1.9444 GB   
  67: ↑ 67 ↓ 65 , RAM cost:1.9445 GB   
  67: ↑ 67 ↓ 64 , RAM cost:1.8212 GB   
  67: ↑ 67 ↓ 63 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 62 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 61 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 60 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 59 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 58 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 57 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 56 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 55 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 54 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 53 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 52 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 51 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 50 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 49 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 48 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 47 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 46 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 45 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 44 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 43 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 42 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 41 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 40 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 39 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 38 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 37 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 36 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 35 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 34 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 33 , RAM cost:1.8214 GB   
  67: ↑ 67 ↓ 32 , RAM cost:1.6986 GB   
  67: ↑ 67 ↓ 31 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 30 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 29 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 28 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 27 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 26 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 25 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 24 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 23 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 22 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 21 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 20 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 19 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 18 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 17 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 16 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 15 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 14 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 13 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 12 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 11 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓ 10 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  9 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  8 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  7 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  6 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  5 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  4 , RAM cost:1.6987 GB   
  67: ↑ 67 ↓  3 , RAM cost:1.6987 GB   slope: -0.08642, walltime: 38.560 sec, max_RAM_cost: 1.944 GB

Intial Slope = -0.08936
Starting svp pump_{105, 75, 8}

  67: ↑ 51   , RAM cost:1.8308 GB    
  67: ↑ 52   , RAM cost:1.8308 GB    
  67: ↑ 53   , RAM cost:1.8308 GB    
  67: ↑ 54   , RAM cost:1.8308 GB    
  67: ↑ 55   , RAM cost:1.8308 GB    
  67: ↑ 56   , RAM cost:1.8308 GB    
  67: ↑ 57   , RAM cost:1.8308 GB    
  67: ↑ 58   , RAM cost:1.8308 GB    
  67: ↑ 59   , RAM cost:1.8309 GB    
  67: ↑ 60   , RAM cost:1.8309 GB    
  67: ↑ 61   , RAM cost:1.8309 GB    
  67: ↑ 62   , RAM cost:1.8309 GB    
  67: ↑ 63   , RAM cost:1.8309 GB    
  67: ↑ 64   , RAM cost:1.8309 GB    
  67: ↑ 65   , RAM cost:1.9485 GB    
  67: ↑ 66   , RAM cost:1.9486 GB    
  67: ↑ 67   , RAM cost:1.9486 GB    
  67: ↑ 67 ↓ 66 , RAM cost:1.9486 GB   
  67: ↑ 67 ↓ 65 , RAM cost:1.9486 GB   
  67: ↑ 67 ↓ 64 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 63 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 62 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 61 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 60 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 59 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 58 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 57 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 56 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 55 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 54 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 53 , RAM cost:1.8236 GB   
  67: ↑ 67 ↓ 52 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 51 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 50 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 49 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 48 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 47 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 46 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 45 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 44 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 43 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 42 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 41 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 40 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 39 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 38 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 37 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 36 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 35 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 34 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 33 , RAM cost:1.8237 GB   
  67: ↑ 67 ↓ 32 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 31 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 30 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 29 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 28 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 27 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 26 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 25 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 24 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 23 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 22 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 21 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 20 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 19 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 18 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 17 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 16 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 15 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 14 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 13 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 12 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 11 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓ 10 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  9 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  8 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  7 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  6 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  5 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  4 , RAM cost:1.6988 GB   
  67: ↑ 67 ↓  3 , RAM cost:1.6988 GB   slope: -0.08780, walltime: 36.547 sec, max_RAM_cost: 1.949 GB

Intial Slope = -0.08640
Starting svp pump_{100, 80, 9}

  71: ↑ 51   , RAM cost:1.8435 GB    
  71: ↑ 52   , RAM cost:1.8435 GB    
  71: ↑ 53   , RAM cost:1.8435 GB    
  71: ↑ 54   , RAM cost:1.8435 GB    
  71: ↑ 55   , RAM cost:1.8435 GB    
  71: ↑ 56   , RAM cost:1.8435 GB    
  71: ↑ 57   , RAM cost:1.8435 GB    
  71: ↑ 58   , RAM cost:1.8435 GB    
  71: ↑ 59   , RAM cost:1.8435 GB    
  71: ↑ 60   , RAM cost:1.8437 GB    
  71: ↑ 61   , RAM cost:1.8437 GB    
  71: ↑ 62   , RAM cost:1.8437 GB    
  71: ↑ 63   , RAM cost:1.8437 GB    
  71: ↑ 64   , RAM cost:1.8437 GB    
  71: ↑ 65   , RAM cost:1.9634 GB    
  71: ↑ 66   , RAM cost:1.9634 GB    
  71: ↑ 67   , RAM cost:1.9634 GB    
  71: ↑ 68   , RAM cost:1.9634 GB    
  71: ↑ 69   , RAM cost:1.9634 GB    
  71: ↑ 70   , RAM cost:1.9634 GB    
  71: ↑ 71   , RAM cost:1.9869 GB    
  71: ↑ 71 ↓ 70 , RAM cost:1.9879 GB   
  71: ↑ 71 ↓ 69 , RAM cost:1.9879 GB   
  71: ↑ 71 ↓ 68 , RAM cost:1.9879 GB   
  71: ↑ 71 ↓ 67 , RAM cost:1.9879 GB   
  71: ↑ 71 ↓ 66 , RAM cost:1.9879 GB   
  71: ↑ 71 ↓ 65 , RAM cost:1.9879 GB   
  71: ↑ 71 ↓ 64 , RAM cost:1.8650 GB   
  71: ↑ 71 ↓ 63 , RAM cost:1.8650 GB   
  71: ↑ 71 ↓ 62 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 61 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 60 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 59 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 58 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 57 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 56 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 55 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 54 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 53 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 52 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 51 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 50 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 49 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 48 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 47 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 46 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 45 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 44 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 43 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 42 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 41 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 40 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 39 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 38 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 37 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 36 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 35 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 34 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 33 , RAM cost:1.8651 GB   
  71: ↑ 71 ↓ 32 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 31 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 30 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 29 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 28 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 27 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 26 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 25 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 24 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 23 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 22 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 21 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 20 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 19 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 18 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 17 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 16 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 15 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 14 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 13 , RAM cost:1.7401 GB   
  71: ↑ 71 ↓ 12 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓ 11 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓ 10 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  9 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  8 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  7 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  6 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  5 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  4 , RAM cost:1.7402 GB   
  71: ↑ 71 ↓  3 , RAM cost:1.7402 GB   slope: -0.08460, walltime: 42.804 sec, max_RAM_cost: 1.988 GB

Intial Slope = -0.08521
Starting svp pump_{100, 80, 9}

  71: ↑ 51   , RAM cost:1.8749 GB    
  71: ↑ 52   , RAM cost:1.8749 GB    
  71: ↑ 53   , RAM cost:1.8749 GB    
  71: ↑ 54   , RAM cost:1.8749 GB    
  71: ↑ 55   , RAM cost:1.8749 GB    
  71: ↑ 56   , RAM cost:1.8749 GB    
  71: ↑ 57   , RAM cost:1.8749 GB    
  71: ↑ 58   , RAM cost:1.8749 GB    
  71: ↑ 59   , RAM cost:1.8749 GB    
  71: ↑ 60   , RAM cost:1.8749 GB    
  71: ↑ 61   , RAM cost:1.8749 GB    
  71: ↑ 62   , RAM cost:1.8749 GB    
  71: ↑ 63   , RAM cost:1.8749 GB    
  71: ↑ 64   , RAM cost:1.8749 GB    
  71: ↑ 65   , RAM cost:1.9927 GB    
  71: ↑ 66   , RAM cost:1.9928 GB    
  71: ↑ 67   , RAM cost:1.9928 GB    
  71: ↑ 68   , RAM cost:1.9928 GB    
  71: ↑ 69   , RAM cost:1.9928 GB    
  71: ↑ 70   , RAM cost:1.9928 GB    
  71: ↑ 71   , RAM cost:2.0040 GB    
  71: ↑ 71 ↓ 70 , RAM cost:2.0043 GB   
  71: ↑ 71 ↓ 69 , RAM cost:2.0043 GB   
  71: ↑ 71 ↓ 68 , RAM cost:2.0043 GB   
  71: ↑ 71 ↓ 67 , RAM cost:2.0043 GB   
  71: ↑ 71 ↓ 66 , RAM cost:2.0043 GB   
  71: ↑ 71 ↓ 65 , RAM cost:2.0043 GB   
  71: ↑ 71 ↓ 64 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 63 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 62 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 61 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 60 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 59 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 58 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 57 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 56 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 55 , RAM cost:1.8808 GB   
  71: ↑ 71 ↓ 54 , RAM cost:1.8809 GB   
