Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7496 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7496 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7496 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7498 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7498 GB   
  55: ↑ 55 ↓ 29 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 28 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 27 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 26 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 25 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 24 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 23 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 22 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 21 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 20 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 19 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 18 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 17 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 16 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 15 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 14 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 13 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 12 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 11 , RAM cost:1.6669 GB   
  55: ↑ 55 ↓ 10 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  9 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  8 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  7 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  6 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  5 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  4 , RAM cost:1.6671 GB   
  55: ↑ 55 ↓  3 , RAM cost:1.6671 GB   slope: -0.08624, walltime: 22.477 sec, max_RAM_cost: 1.799 GB

Intial Slope = -0.08738
Starting svp pump_{110, 70, 15}

  55: ↑ 51   , RAM cost:1.8016 GB    
  55: ↑ 52   , RAM cost:1.8016 GB    
  55: ↑ 53   , RAM cost:1.8016 GB    
  55: ↑ 54   , RAM cost:1.8016 GB    
  55: ↑ 55   , RAM cost:1.8016 GB    
  55: ↑ 55 ↓ 54 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 53 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 52 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 51 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 50 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 49 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 48 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 47 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 46 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 45 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 44 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 43 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 42 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 41 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 40 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 39 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 38 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 37 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 36 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 35 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 34 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 33 , RAM cost:1.8016 GB   
  55: ↑ 55 ↓ 32 , RAM cost:1.6710 GB   
  55: ↑ 55 ↓ 31 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 30 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 29 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 28 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 27 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 26 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 25 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 24 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 23 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 22 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 21 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 20 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 19 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 18 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 17 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 16 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 15 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 14 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 13 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 12 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 11 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓ 10 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  9 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  8 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  7 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  6 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  5 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  4 , RAM cost:1.6712 GB   
  55: ↑ 55 ↓  3 , RAM cost:1.6712 GB   slope: -0.08621, walltime: 22.525 sec, max_RAM_cost: 1.802 GB

Intial Slope = -0.08810
Starting svp pump_{105, 75, 17}

  58: ↑ 51   , RAM cost:1.8049 GB    
  58: ↑ 52   , RAM cost:1.8049 GB    
  58: ↑ 53   , RAM cost:1.8049 GB    
  58: ↑ 54   , RAM cost:1.8049 GB    
  58: ↑ 55   , RAM cost:1.8049 GB    
  58: ↑ 56   , RAM cost:1.8049 GB    
  58: ↑ 57   , RAM cost:1.8049 GB    
  58: ↑ 58   , RAM cost:1.8049 GB    
  58: ↑ 58 ↓ 57 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 56 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 55 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 54 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 53 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 52 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 51 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 50 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 49 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 48 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 47 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 46 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 45 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 44 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 43 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 42 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 41 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 40 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 39 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 38 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 37 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 36 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 35 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 34 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 33 , RAM cost:1.8049 GB   
  58: ↑ 58 ↓ 32 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 31 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 30 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 29 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 28 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 27 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 26 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 25 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 24 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 23 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 22 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 21 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 20 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 19 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 18 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 17 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 16 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 15 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 14 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 13 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 12 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 11 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓ 10 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  9 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  8 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  7 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  6 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  5 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  4 , RAM cost:1.6733 GB   
  58: ↑ 58 ↓  3 , RAM cost:1.6733 GB   slope: -0.08690, walltime: 25.340 sec, max_RAM_cost: 1.805 GB

Intial Slope = -0.08936
Starting svp pump_{105, 75, 17}

  58: ↑ 51   , RAM cost:1.8053 GB    
  58: ↑ 52   , RAM cost:1.8053 GB    
  58: ↑ 53   , RAM cost:1.8053 GB    
  58: ↑ 54   , RAM cost:1.8053 GB    
  58: ↑ 55   , RAM cost:1.8053 GB    
  58: ↑ 56   , RAM cost:1.8053 GB    
  58: ↑ 57   , RAM cost:1.8053 GB    
  58: ↑ 58   , RAM cost:1.8053 GB    
  58: ↑ 58 ↓ 57 , RAM cost:1.8053 GB   
  58: ↑ 58 ↓ 56 , RAM cost:1.8053 GB   
  58: ↑ 58 ↓ 55 , RAM cost:1.8053 GB   
  58: ↑ 58 ↓ 54 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 53 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 52 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 51 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 50 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 49 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 48 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 47 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 46 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 45 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 44 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 43 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 42 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 41 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 40 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 39 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 38 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 37 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 36 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 35 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 34 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 33 , RAM cost:1.8057 GB   
  58: ↑ 58 ↓ 32 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 31 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 30 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 29 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 28 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 27 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 26 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 25 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 24 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 23 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 22 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 21 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 20 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 19 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 18 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 17 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 16 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 15 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 14 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 13 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 12 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 11 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓ 10 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  9 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  8 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  7 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  6 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  5 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  4 , RAM cost:1.6753 GB   
  58: ↑ 58 ↓  3 , RAM cost:1.6753 GB   slope: -0.08830, walltime: 25.813 sec, max_RAM_cost: 1.806 GB

Intial Slope = -0.08640
Starting svp pump_{100, 80, 17}

  63: ↑ 51   , RAM cost:1.8124 GB    
  63: ↑ 52   , RAM cost:1.8124 GB    
  63: ↑ 53   , RAM cost:1.8124 GB    
  63: ↑ 54   , RAM cost:1.8126 GB    
  63: ↑ 55   , RAM cost:1.8126 GB    
  63: ↑ 56   , RAM cost:1.8126 GB    
  63: ↑ 57   , RAM cost:1.8126 GB    
  63: ↑ 58   , RAM cost:1.8126 GB    
  63: ↑ 59   , RAM cost:1.8126 GB    
  63: ↑ 60   , RAM cost:1.8126 GB    
  63: ↑ 61   , RAM cost:1.8126 GB    
  63: ↑ 62   , RAM cost:1.8126 GB    
  63: ↑ 63   , RAM cost:1.8126 GB    
  63: ↑ 63 ↓ 62 , RAM cost:1.8126 GB   
  63: ↑ 63 ↓ 61 , RAM cost:1.8126 GB   
  63: ↑ 63 ↓ 60 , RAM cost:1.8126 GB   
  63: ↑ 63 ↓ 59 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 58 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 57 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 56 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 55 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 54 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 53 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 52 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 51 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 50 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 49 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 48 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 47 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 46 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 45 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 44 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 43 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 42 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 41 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 40 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 39 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 38 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 37 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 36 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 35 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 34 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 33 , RAM cost:1.8132 GB   
  63: ↑ 63 ↓ 32 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 31 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 30 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 29 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 28 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 27 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 26 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 25 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 24 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 23 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 22 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 21 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 20 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 19 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 18 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 17 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 16 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 15 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 14 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 13 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 12 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 11 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓ 10 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  9 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  8 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  7 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  6 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  5 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  4 , RAM cost:1.6824 GB   
  63: ↑ 63 ↓  3 , RAM cost:1.6824 GB   slope: -0.08519, walltime: 30.304 sec, max_RAM_cost: 1.813 GB

Intial Slope = -0.08521
Starting svp pump_{100, 80, 17}

  63: ↑ 51   , RAM cost:1.8187 GB    
  63: ↑ 52   , RAM cost:1.8187 GB    
  63: ↑ 53   , RAM cost:1.8187 GB    
  63: ↑ 54   , RAM cost:1.8187 GB    
  63: ↑ 55   , RAM cost:1.8187 GB    
  63: ↑ 56   , RAM cost:1.8187 GB    
  63: ↑ 57   , RAM cost:1.8187 GB    
  63: ↑ 58   , RAM cost:1.8187 GB    
  63: ↑ 59   , RAM cost:1.8187 GB    
  63: ↑ 60   , RAM cost:1.8187 GB    
  63: ↑ 61   , RAM cost:1.8187 GB    
  63: ↑ 62   , RAM cost:1.8187 GB    
  63: ↑ 63   , RAM cost:1.8187 GB    
  63: ↑ 63 ↓ 62 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 61 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 60 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 59 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 58 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 57 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 56 , RAM cost:1.8187 GB   
  63: ↑ 63 ↓ 55 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 54 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 53 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 52 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 51 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 50 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 49 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 48 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 47 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 46 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 45 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 44 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 43 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 42 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 41 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 40 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 39 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 38 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 37 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 36 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 35 , RAM cost:1.8195 GB   
  63: ↑ 63 ↓ 34 , RAM cost:1.8196 GB   
  63: ↑ 63 ↓ 33 , RAM cost:1.8196 GB   
  63: ↑ 63 ↓ 32 , RAM cost:1.6888 GB   
  63: ↑ 63 ↓ 31 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 30 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 29 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 28 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 27 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 26 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 25 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 24 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 23 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 22 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 21 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 20 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 19 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 18 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 17 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 16 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 15 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 14 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 13 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 12 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 11 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓ 10 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  9 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  8 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  7 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  6 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  5 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  4 , RAM cost:1.6890 GB   
  63: ↑ 63 ↓  3 , RAM cost:1.6890 GB   slope: -0.08382, walltime: 31.354 sec, max_RAM_cost: 1.820 GB

Intial Slope = -0.08813
Starting svp pump_{95, 85, 17}

  68: ↑ 51   , RAM cost:1.8325 GB    
  68: ↑ 52   , RAM cost:1.8325 GB    
  68: ↑ 53   , RAM cost:1.8325 GB    
  68: ↑ 54   , RAM cost:1.8325 GB    
  68: ↑ 55   , RAM cost:1.8325 GB    
  68: ↑ 56   , RAM cost:1.8325 GB    
  68: ↑ 57   , RAM cost:1.8325 GB    
  68: ↑ 58   , RAM cost:1.8325 GB    
  68: ↑ 59   , RAM cost:1.8325 GB    
  68: ↑ 60   , RAM cost:1.8325 GB    
  68: ↑ 61   , RAM cost:1.8325 GB    
  68: ↑ 62   , RAM cost:1.8325 GB    
  68: ↑ 63   , RAM cost:1.8325 GB    
  68: ↑ 64   , RAM cost:1.8325 GB    
  68: ↑ 65   , RAM cost:1.9522 GB    
  68: ↑ 66   , RAM cost:1.9522 GB    
  68: ↑ 67   , RAM cost:1.9522 GB    
  68: ↑ 68   , RAM cost:1.9542 GB    
  68: ↑ 68 ↓ 67 , RAM cost:1.9567 GB   
  68: ↑ 68 ↓ 66 , RAM cost:1.9567 GB   
  68: ↑ 68 ↓ 65 , RAM cost:1.9567 GB   
  68: ↑ 68 ↓ 64 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 63 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 62 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 61 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 60 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 59 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 58 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 57 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 56 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 55 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 54 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 53 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 52 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 51 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 50 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 49 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 48 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 47 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 46 , RAM cost:1.8340 GB   
  68: ↑ 68 ↓ 45 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 44 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 43 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 42 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 41 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 40 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 39 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 38 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 37 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 36 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 35 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 34 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 33 , RAM cost:1.8341 GB   
  68: ↑ 68 ↓ 32 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 31 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 30 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 29 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 28 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 27 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 26 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 25 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 24 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 23 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 22 , RAM cost:1.7091 GB   
