Test6. Start Pump Simulator Test 
Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}
  45: ↑ 45   , RAM cost:1.7487 GB    
  86: ↑ 86 ↓ 68 , RAM cost:2.3136 GB   
  86: ↑ 86 ↓ 67 , RAM cost:2.3136 GB   
  86: ↑ 86 ↓ 66 , RAM cost:2.3136 GB   
  86: ↑ 86 ↓ 65 , RAM cost:2.3136 GB   
  86: ↑ 86 ↓ 64 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 63 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 62 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 61 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 60 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 59 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 58 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 57 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 56 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 55 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 54 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 53 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 52 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 51 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 50 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 49 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 48 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 47 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 46 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 45 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 44 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 43 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 42 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 41 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 40 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 39 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 38 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 37 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 36 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 35 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 34 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 33 , RAM cost:2.1881 GB   
  86: ↑ 86 ↓ 32 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 31 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 30 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 29 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 28 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 27 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 26 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 25 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 24 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 23 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 22 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 21 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 20 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 19 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 18 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 17 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 16 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 15 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 14 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 13 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 12 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 11 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓ 10 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  9 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  8 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  7 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  6 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  5 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  4 , RAM cost:2.0635 GB   
  86: ↑ 86 ↓  3 , RAM cost:2.0635 GB   slope: -0.08237, walltime: 167.003 sec, max_RAM_cost: 2.314 GB
Intial Slope = -0.08640

Starting svp pump_{70, 110, 19}

  91: ↑ 51   , RAM cost:1.9151 GB    
  91: ↑ 52   , RAM cost:1.9151 GB    
  91: ↑ 53   , RAM cost:1.9151 GB    
  91: ↑ 54   , RAM cost:1.9151 GB    
  91: ↑ 55   , RAM cost:1.9151 GB    
  91: ↑ 56   , RAM cost:1.9151 GB    
  91: ↑ 57   , RAM cost:1.9151 GB    
  91: ↑ 58   , RAM cost:1.9155 GB    
  91: ↑ 59   , RAM cost:1.9163 GB    
  91: ↑ 60   , RAM cost:1.9170 GB    
  91: ↑ 61   , RAM cost:1.9178 GB    
  91: ↑ 62   , RAM cost:1.9188 GB    
  91: ↑ 63   , RAM cost:1.9200 GB    
  91: ↑ 64   , RAM cost:1.9213 GB    
  91: ↑ 65   , RAM cost:2.0403 GB    
  91: ↑ 66   , RAM cost:2.0423 GB    
  91: ↑ 67   , RAM cost:2.0443 GB    
  91: ↑ 68   , RAM cost:2.0465 GB    
  91: ↑ 69   , RAM cost:2.0493 GB    
  91: ↑ 70   , RAM cost:2.0526 GB    
  91: ↑ 71   , RAM cost:2.0580 GB    
  91: ↑ 72   , RAM cost:2.0622 GB    
  91: ↑ 73   , RAM cost:2.0672 GB    
  91: ↑ 74   , RAM cost:2.0728 GB    
  91: ↑ 75   , RAM cost:2.0791 GB    
  91: ↑ 76   , RAM cost:2.0867 GB    
  91: ↑ 77   , RAM cost:2.0955 GB    
  91: ↑ 78   , RAM cost:2.1053 GB    
  91: ↑ 79   , RAM cost:2.1173 GB    
  91: ↑ 80   , RAM cost:2.1304 GB    
  91: ↑ 81   , RAM cost:2.1457 GB    
  91: ↑ 82   , RAM cost:2.1633 GB    
  91: ↑ 83   , RAM cost:2.1835 GB    
  91: ↑ 84   , RAM cost:2.2073 GB    
  91: ↑ 85   , RAM cost:2.2533 GB    
  91: ↑ 86   , RAM cost:2.2880 GB    
  91: ↑ 87   , RAM cost:2.3284 GB    
  91: ↑ 88   , RAM cost:2.3703 GB    
  91: ↑ 89   , RAM cost:2.4195 GB    
  91: ↑ 90   , RAM cost:2.4938 GB    
  91: ↑ 91   , RAM cost:2.5636 GB    
  91: ↑ 91 ↓ 90 , RAM cost:2.6436 GB   
  91: ↑ 91 ↓ 89 , RAM cost:2.6441 GB   
  91: ↑ 91 ↓ 88 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 87 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 86 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 85 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 84 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 83 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 82 , RAM cost:2.6443 GB   
  91: ↑ 91 ↓ 81 , RAM cost:2.6461 GB   
  91: ↑ 91 ↓ 80 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 79 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 78 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 77 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 76 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 75 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 74 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 73 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 72 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 71 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 70 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 69 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 68 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 67 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 66 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 65 , RAM cost:2.6462 GB   
  91: ↑ 91 ↓ 64 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 63 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 62 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 61 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 60 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 59 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 58 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 57 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 56 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 55 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 54 , RAM cost:2.5211 GB   
  91: ↑ 91 ↓ 53 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 52 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 51 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 50 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 49 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 48 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 47 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 46 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 45 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 44 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 43 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 42 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 41 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 40 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 39 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 38 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 37 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 36 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 35 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 34 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 33 , RAM cost:2.5212 GB   
  91: ↑ 91 ↓ 32 , RAM cost:2.3960 GB   
  91: ↑ 91 ↓ 31 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 30 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 29 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 28 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 27 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 26 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 25 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 24 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 23 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 22 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 21 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 20 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 19 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 18 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 17 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 16 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 15 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 14 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 13 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 12 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 11 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓ 10 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  9 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  8 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  7 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  6 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  5 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  4 , RAM cost:2.3962 GB   
  91: ↑ 91 ↓  3 , RAM cost:2.3962 GB   slope: -0.08058, walltime: 139.116 sec, max_RAM_cost: 2.646 GB

Starting svp pump_{70, 110, 19}

  91: ↑ 51   , RAM cost:2.5212 GB    
  91: ↑ 52   , RAM cost:2.5212 GB    
  91: ↑ 53   , RAM cost:2.5212 GB    
  91: ↑ 54   , RAM cost:2.5212 GB    
  91: ↑ 55   , RAM cost:2.5212 GB    
  91: ↑ 56   , RAM cost:2.5212 GB    
  91: ↑ 57   , RAM cost:2.5212 GB    
  91: ↑ 58   , RAM cost:2.5212 GB    
  91: ↑ 59   , RAM cost:2.5212 GB    
  91: ↑ 60   , RAM cost:2.5212 GB    
  91: ↑ 61   , RAM cost:2.5212 GB    
  91: ↑ 62   , RAM cost:2.5212 GB    
  91: ↑ 63   , RAM cost:2.5212 GB    
  91: ↑ 64   , RAM cost:2.5212 GB    
  91: ↑ 65   , RAM cost:2.6460 GB    
  91: ↑ 66   , RAM cost:2.6462 GB    
  91: ↑ 67   , RAM cost:2.6462 GB    
  91: ↑ 68   , RAM cost:2.6462 GB    
  91: ↑ 69   , RAM cost:2.6462 GB    
  91: ↑ 70   , RAM cost:2.6462 GB    
  91: ↑ 71   , RAM cost:2.6462 GB    
  91: ↑ 72   , RAM cost:2.6462 GB    
  91: ↑ 73   , RAM cost:2.6462 GB    
  91: ↑ 74   , RAM cost:2.6462 GB    
  91: ↑ 75   , RAM cost:2.6462 GB    
  91: ↑ 76   , RAM cost:2.6462 GB    
  91: ↑ 77   , RAM cost:2.6462 GB    
  91: ↑ 78   , RAM cost:2.6462 GB    
  91: ↑ 79   , RAM cost:2.6462 GB    
  91: ↑ 80   , RAM cost:2.6462 GB    
  91: ↑ 81   , RAM cost:2.6462 GB    
  91: ↑ 82   , RAM cost:2.6462 GB    
  91: ↑ 83   , RAM cost:2.6462 GB    
  91: ↑ 84   , RAM cost:2.6462 GB    
  91: ↑ 85   , RAM cost:2.6462 GB    
  91: ↑ 86   , RAM cost:2.6462 GB    
  91: ↑ 87   , RAM cost:2.6462 GB    
  91: ↑ 88   , RAM cost:2.6462 GB    
  91: ↑ 89   , RAM cost:2.6462 GB    
  91: ↑ 90   , RAM cost:2.6463 GB    
  91: ↑ 91   , RAM cost:2.6465 GB    
  91: ↑ 91 ↓ 90 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 89 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 88 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 87 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 86 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 85 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 84 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 83 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 82 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 81 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 80 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 79 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 78 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 77 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 76 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 75 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 74 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 73 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 72 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 71 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 70 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 69 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 68 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 67 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 66 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 65 , RAM cost:2.6469 GB   
  91: ↑ 91 ↓ 64 , RAM cost:2.5218 GB   
  91: ↑ 91 ↓ 63 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 62 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 61 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 60 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 59 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 58 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 57 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 56 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 55 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 54 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 53 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 52 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 51 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 50 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 49 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 48 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 47 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 46 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 45 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 44 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 43 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 42 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 41 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 40 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 39 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 38 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 37 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 36 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 35 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 34 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 33 , RAM cost:2.5219 GB   
  91: ↑ 91 ↓ 32 , RAM cost:2.3966 GB   
  91: ↑ 91 ↓ 31 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 30 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 29 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 28 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 27 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 26 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 25 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 24 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 23 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 22 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 21 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 20 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 19 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 18 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 17 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 16 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 15 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 14 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 13 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 12 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 11 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓ 10 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  9 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  8 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  7 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  6 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  5 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  4 , RAM cost:2.3968 GB   
  91: ↑ 91 ↓  3 , RAM cost:2.3968 GB   slope: -0.07880, walltime: 232.606 sec, max_RAM_cost: 2.647 GB
Intial Slope = -0.08521

Starting svp pump_{65, 115, 20}

  95: ↑ 51   , RAM cost:1.9913 GB    
  95: ↑ 52   , RAM cost:1.9913 GB    
  95: ↑ 53   , RAM cost:1.9913 GB    
  95: ↑ 54   , RAM cost:1.9913 GB    
  95: ↑ 55   , RAM cost:1.9913 GB    
  95: ↑ 56   , RAM cost:1.9913 GB    
  95: ↑ 57   , RAM cost:1.9913 GB    
  95: ↑ 58   , RAM cost:1.9917 GB    
  95: ↑ 59   , RAM cost:1.9922 GB    
  95: ↑ 60   , RAM cost:1.9930 GB    
  95: ↑ 61   , RAM cost:1.9937 GB    
  95: ↑ 62   , RAM cost:1.9948 GB    
  95: ↑ 63   , RAM cost:1.9960 GB    
  95: ↑ 64   , RAM cost:1.9972 GB    
  95: ↑ 65   , RAM cost:2.1162 GB    
  95: ↑ 66   , RAM cost:2.1180 GB    
  95: ↑ 67   , RAM cost:2.1200 GB    
  95: ↑ 68   , RAM cost:2.1222 GB    
  95: ↑ 69   , RAM cost:2.1247 GB    
  95: ↑ 70   , RAM cost:2.1277 GB    
  95: ↑ 71   , RAM cost:2.1317 GB    
  95: ↑ 72   , RAM cost:2.1358 GB    
  95: ↑ 73   , RAM cost:2.1403 GB    
  95: ↑ 74   , RAM cost:2.1458 GB    
  95: ↑ 75   , RAM cost:2.1519 GB    
  95: ↑ 76   , RAM cost:2.1589 GB    
  95: ↑ 77   , RAM cost:2.1672 GB    
  95: ↑ 78   , RAM cost:2.1768 GB    
  95: ↑ 79   , RAM cost:2.1876 GB    
  95: ↑ 80   , RAM cost:2.2002 GB    
  95: ↑ 81   , RAM cost:2.2148 GB    
  95: ↑ 82   , RAM cost:2.2317 GB    
  95: ↑ 83   , RAM cost:2.2513 GB    
  95: ↑ 84   , RAM cost:2.2738 GB    
  95: ↑ 85   , RAM cost:2.3147 GB    
  95: ↑ 86   , RAM cost:2.3449 GB    
  95: ↑ 87   , RAM cost:2.3801 GB    
  95: ↑ 88   , RAM cost:2.4206 GB    
  95: ↑ 89   , RAM cost:2.4675 GB    
  95: ↑ 90   , RAM cost:2.5363 GB    
  95: ↑ 91   , RAM cost:2.5988 GB    
  95: ↑ 92   , RAM cost:2.6714 GB    
  95: ↑ 93   , RAM cost:2.7199 GB    
  95: ↑ 94   , RAM cost:2.8382 GB    
  95: ↑ 95   , RAM cost:2.9511 GB    
  95: ↑ 95 ↓ 94 , RAM cost:3.0993 GB   
  95: ↑ 95 ↓ 93 , RAM cost:3.1040 GB   
  95: ↑ 95 ↓ 92 , RAM cost:3.1040 GB   
  95: ↑ 95 ↓ 91 , RAM cost:3.1040 GB   
  95: ↑ 95 ↓ 90 , RAM cost:3.1226 GB   
  95: ↑ 95 ↓ 89 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 88 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 87 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 86 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 85 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 84 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 83 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 82 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 81 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 80 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 79 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 78 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 77 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 76 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 75 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 74 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 73 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 72 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 71 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 70 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 69 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 68 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 67 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 66 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 65 , RAM cost:3.1227 GB   
  95: ↑ 95 ↓ 64 , RAM cost:2.9975 GB   
  95: ↑ 95 ↓ 63 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 62 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 61 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 60 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 59 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 58 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 57 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 56 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 55 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 54 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 53 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 52 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 51 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 50 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 49 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 48 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 47 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 46 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 45 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 44 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 43 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 42 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 41 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 40 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 39 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 38 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 37 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 36 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 35 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 34 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 33 , RAM cost:2.9976 GB   
  95: ↑ 95 ↓ 32 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 31 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 30 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 29 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 28 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 27 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 26 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 25 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 24 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 23 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 22 , RAM cost:2.8727 GB   
  95: ↑ 95 ↓ 21 , RAM cost:2.8727 GB   
